date,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
2003/1/6,1735.644043,1753.98999,1692.655029,1675.776001,1691.860962,1641.108032,1646.728027,1570.561035,1623.338013,1567.280029,1587.331055,1530.897949,1604.052002,1520.833008,1589.43103,1518.853027,1603.307983,1580.620972,1607.740967,1597.286987,1614.803955,1574.303955,1641.957031,1633.494995,1711.982056,1666.543945,1782.083008,1814.551025,1858.29895,1821.302002,1901.029053,1985.967041,2126.919922,2250.039063,2329.87793,2382.971924,2475.774902,2494.811035,2533.99707,2533.99707,2624.397949,2548.76709,2591.282959,2627.514893,2678.054932,2641.852051,2560.768066,2525.503906,2473.229004,2461.131104,2426.573975,2531.943115,2529.815918,2527.887939,2474.965088,2490.011963,2515.083008,2480.781006,2468.163086,2509.591064,2546.889893,2527.715088,2530.439941,2519.553955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003/1/7,1843.428955,1770.619019,1744.698975,1735.969971,1668.932983,1719.510986,1642.120972,1626.912964,1643.776001,1695.176025,1607.620972,1658.72998,1610.244995,1671.155029,1612.66394,1619.916016,1605.224976,1650.878052,1660.958984,1674.203979,1641.906982,1619.567017,1684.224976,1715.954956,1677.715942,1788.850952,1856.172974,1820.875977,1894.218018,1915.837036,1949.552002,1974.837036,2126.888916,2290.360107,2328.649902,2344.552979,2399.785889,2489.36499,2520.754883,2506.611084,2517.381104,2540.511963,2614.981934,2592.056885,2656.177979,2641.720947,2511.25,2428.5,2386.110107,2394.26709,2425.243,2433.488037,2438.076904,2430.210938,2417.698975,2449.837891,2450.159912,2400.698975,2371.805908,2425.041016,2370.178955,2420.233887,2360.018066,2409.986084,2383.166992,2406.791016,2452.559082,2459.532959,2473.943115,2482.13208,2574.712891,2602.304932,2573.139893,2602.980957,2610.647949,2610.791992,2569.386963,2629.018066,2666.539063,2677.993896,2607.683105,2628.414063,2597.448975,2569.490967,2488.071045,2504.577881,2425.010986,2388.761963,2286.819092,2234.954102,2166.079102,2091.2771,1970.203003,1905.817993,1913.959961,1883.906982
2003/1/8,1789.047974,1820.902954,1783.676025,1749.707031,1677.718018,1735.099976,1690.598022,1698.063965,1634.969971,1649.937988,1651.761963,1640.462036,1648.495972,1580.542969,1623.147949,1623.793945,1648.927002,1643.041016,1671.46106,1635.125,1602.333984,1603.738037,1636.406982,1684.784058,1708.916992,1714.870972,1824.130005,1862.177979,1860.321045,1893.978027,1887.495972,1955.761963,2110.871094,2245.074951,2292.00293,2340.74292,2428.055908,2466.743896,2492.820068,2503.452881,2500.437012,2504.820068,2529.481934,2541.875,2554.959961,2592.669922,2471.503906,2436.493896,2334.851074,2377.779053,2388.177979,2358.208984,2403.624023,2351.35791,2410.647949,2378.926025,2417.308105,2345.878906,2401.10791,2377.294922,2326.599121,2391.970947,2406.133057,2369.210938,2408.771973,2436.157959,2492.753906,2446.001953,2525.508057,2492.366943,2561.125977,2545.336914,2597.149902,2556.260986,2574.88208,2523.068115,2586.233887,2633.325928,2641.031006,2546.875977,2617.294922,2571.498047,2509.985107,2528.63501,2497.830078,2515.243896,2409.308105,2329.625,2261.417969,2189.284912,2180.947998,2052.688965,2025.125,1963.842041,1849.527954,1820.792969
2003/1/9,1797.109985,1757.43103,1744.156982,1659.504028,1689.621948,1680.031006,1611.271973,1643.569946,1633.478027,1596.243042,1626.078979,1558.55603,1604.474976,1604.479004,1617.035034,1652.998047,1608.642944,1604.734985,1651.837036,1607.999023,1619.718994,1618.223022,1702.506958,1610.19104,1657.254028,1764.281982,1799.05896,1830.863037,1878.741943,1853.990967,1904.723999,2012.380981,2101.637939,2265.875977,2339.438965,2368.366943,2455.041992,2481.641113,2512.240967,2461.686035,2501.7229,2523.760986,2542.149902,2587.986084,2604.150879,2612.610107,2520.339111,2365.370117,2380.8479,2291.441895,2335.224121,2369.134033,2324.179932,2344.491943,2358.166016,2342.166992,2356.875977,2321.384033,2342.727051,2289.375977,2314.764893,2328.653076,2324.055908,2380.702881,2357.749023,2403.176025,2395.870117,2430.210938,2446.908936,2469.569092,2457.270996,2509.330078,0,2555.111084,2512.633057,2544.849121,2570.675049,2523.956055,2530.572021,2546.170898,2586.460938,2531.906982,2523.034912,2524.231934,2419.300049,2423.758057,2362.273926,2323.743896,2260.346924,2172.124023,2128.191895,2005.662964,2028.508057,1956.927002,1883.225952,1830.740967
2003/1/10,1746.295044,1743.587036,1679.365967,1709.157959,1650.91394,1617.895996,1652.369019,1613.197021,1633.588989,1652.109985,1607.906982,1554.202026,1581.220947,1557.110962,1606.744019,1562.551025,1560.598999,1588.708984,1617.944946,1619.375977,1590.607056,1599.563965,1623.167969,1700.715942,1716.60498,1778.712036,1782.786011,1812.630005,1823.597046,1866.890015,1915.661011,1966.034058,2089.874023,2206.01001,2252.181885,2379.467041,2439.572021,2391.51001,2475.039063,2501.520996,2493.894043,2534.209961,2526.459961,2597.212891,2584.330078,2519.810059,2533.538086,2407.616943,2379.621094,2370.422119,2362.771973,2444.062988,2436.090088,2389.072021,2375.540039,2439.056885,2343.820068,2407.528076,2381.49292,2315.686035,2315.281006,2292.23291,2309.589111,2355.684082,2335.343018,2385.596924,2433.736084,2410.230957,2422.904053,2399.493896,2433.458008,2563.217041,2523.268066,2537.062988,2528.988037,2437.459961,2475.051025,2499.26001,2480.148926,2466.183105,2437.728027,2447.809082,2404.498047,2411.353027,2397.850098,2367.662109,2355.410889,2336.819092,2219.540039,2140.935059,2151.51001,2054.149902,1948.477051,1898.865967,1913.378052,1863.612061
2003/1/11,1753.958008,1730.233032,1760.595947,1731.348999,1659.935059,1713.926025,1673.989014,1623.453003,1581.628052,1588.659058,1644.680054,1607.920044,1604.331055,1609.590942,1564.953003,1602.989014,1578.305054,1534.573975,1619.795044,1561.234009,1600.654053,1566.86499,1609.620972,1676.828003,1655.542969,1626.166016,1729.972046,1719.949951,1725.546,1732.874023,1741.902954,1839.982056,1881.078979,2036.42395,2047.394043,2144.180908,2150.976074,2187.489014,2258.532959,2233.231934,2261.663086,2288.556885,2275.907959,2271.2771,2333.23999,2352.099121,2247.673096,2220.48291,2202.493896,2180.844971,2153.929932,2167.333008,2099.593994,2192.614014,2171.675049,2187.952881,2185.719971,2107.020996,2138.054932,2115.376953,2172.418945,2106.946045,2158.332031,2169.945068,2130.173096,2186.456055,2217.772949,2253.439941,2282.631104,2271.448975,2355.059082,2352.570068,2407.516113,2392.905029,2329.643066,2400.26001,2369.108887,2409.875977,2328.976074,2345.364014,2405.281006,2389.914063,2295.446045,2294.708984,2320.621094,2316.128906,2252.934082,2199.081055,2121.134033,2041.822998,2003.177979,1941.706055,1869.23999,1887.042969,1844.832031,1818.224976
2003/1/12,1739.881958,1735.139038,1659.447021,1665.524048,1634.706055,1559.514038,1603.35498,1565.05896,1582.454956,1529.610962,1515.927002,1506.473999,1554.968018,1504.462036,1557.706055,1576.404053,1571.442017,1520.139038,1487.322021,1576.027954,1590.640015,1612.332031,1564.469971,1600.180054,1629.099976,1604.703003,1617.833984,1630.989014,1662.82605,1632.057983,1747.13501,1776.175049,1843.026978,1834.979004,1895.187012,1976.415039,2012.526001,2055.946045,2052.826904,2095.587891,2127.710938,2075.925049,2085.447021,2163.968018,2209.00293,2153.830078,2118.349121,2021.187988,2032.937988,1997.567017,2010.982056,2025.045044,2019.063965,2010.322998,2013.305054,2006.552002,1947.805054,1963.093018,1971.608032,1990.354004,1947.02002,2007.227051,1925.088989,1978.421021,1946.759033,2068.9729,2073.76709,2091.612061,2168.274902,2180.023926,2227.812988,2223.461914,2320.824951,2245.947998,2275.496094,2237.346924,2266.24707,2291.774902,2258.311035,2216.260986,2289.99292,2260.550049,2247.772949,2221.090088,2205.10498,2207.121094,2116.503906,2069.407959,2028.040039,1947.264038,1885.333008,1848.743042,1850.910034,1726.120972,1698.614014,1732.180054
2003/1/13,1607.447021,1623.938965,1597.670044,1607.147949,1580.921021,1536.713013,1515.930054,1469.598022,1509.640991,1509.136963,1515.965942,1494.625,1528.871948,1514.675049,1475.633057,1525.28894,1506.824951,1467.136963,1500.884033,1512.286011,1567.619995,1552.737061,1494.530029,1604.854004,1592.935059,1652.447021,1693.553955,1692.796021,1741.500977,1784.639038,1800.902954,1820.869019,2010.636963,2028.734985,2184.967041,2262.043945,2258.560059,2340.042969,2294.73999,2375.045898,2283.48291,2371.100098,2360.148926,2377.904053,2420.680908,2379.875,2309.830078,2210.74707,2165.879883,2186.825928,2175.730957,2090.687988,2188.022949,2183.214111,2183.481934,2131.48999,2165.704102,2129.291016,2191.938965,2153.724121,2102.052002,2136.73291,2115.035889,2100.789063,2151.903076,2148.584961,2164.273926,2168.579102,2225.031006,2217,2274.929932,2352.77002,2314.745117,2268.88501,2283.288086,2232.01709,2320.256104,2253.879883,2260.552979,2292.898926,2234.050049,2264.284912,2209.572021,2228.580078,2202.645996,2217.375977,2144.87793,2045.597046,2056.0271,1932.296997,1905.010986,1840.078003,1826.474976,1767.636963,1710.70105,1746.140015
2003/1/14,1615.187988,1591.172974,1677.869019,1577.814941,1587.89502,1508.47998,1575.939941,1602.031982,1523.682983,1514.25,1460.030029,1510.848022,1516.030029,1472.990967,1473.78894,1492.296997,1508.194946,1471.098999,1526.781982,1511.287964,1498.276001,1563.942993,1537.347046,1597.740967,1624.786011,1676.161987,1640.546997,1771.23999,1715.385986,1790.475952,1830.146973,1867.385986,1926.30603,2050.024902,2129.041016,2181.85791,2216.717041,2266.118896,2295.314941,2330.951904,2370.823975,2431.587891,2439.955078,2394.447021,2455.587891,2433.63501,2355.069092,2243.123047,2186.175049,2186.076904,2244.941895,2228.958984,2188.354004,2237.548096,2289.079102,2251.156006,2237.261963,2217.354004,2238.610107,2212.537109,2238.525879,2208.719971,2202.139893,2172.543945,2178.436035,2258.5,2261.896973,2340.918945,2351.10791,2285.63208,2394.673096,2415.178955,2347.739014,2394.486084,2317.687012,2396.106934,2373.631104,2408.487061,2369.915039,2341.092041,2363.082031,2399.226074,2273.141113,2297.39502,2264,2242.740967,2159.331055,2115.995117,2118.145996,2070.167969,1980.542969,1898.462036,1877.916016,1835.63501,1748.613037,1726.889038
2003/1/15,1708.213989,1628.366943,1668.243042,1621.004028,1607.08606,1548.128052,1549.718994,1552.490967,1563.730957,1594.001953,1490.823975,1588.112061,1490.067993,1502.876953,1540.442993,1532.86499,1502.625977,1542.88501,1508.937988,1518.985962,1557.686035,1494.131958,1586.686035,1541.470947,1631.237061,1675.639038,1686.19397,1717.958984,1742.855957,1784.755981,1873.972046,1944.953979,2007.692993,2091.041992,2188.374023,2292.965088,2305.927002,2335.383057,2414.448975,2378.906982,2319.855957,2406.912109,2403.447998,2415.459961,2469.457031,2457.441895,2416.993896,2281.333008,2275.985107,2250.126953,2204.922119,2225.593018,2302.393066,2303.153076,2260.832031,2307.63501,2345.371094,2252.254883,2321.830078,2270.240967,2232.246094,2281.320068,2301.5979,2256.599121,2288.422119,2295.112061,2360.929932,2345.569092,2367.258057,2436.918945,2384.471924,2449.358887,2392.155029,2416.990967,2390.676025,2439.580078,2456.352051,2439.910889,2422.23291,2422.414063,2340.812988,2447.085938,2309.749023,2319.573975,2278.374023,2303.842041,2179.851074,2171.496094,2141.580078,1996.569946,1979.305054,1936.218018,1882.670044,1798.555054,1742.972046,1730.197998
2003/1/17,1691.597046,1669.849976,1627.969971,1633.005981,1538.432983,1573.999023,1560.187988,1564.005005,1556.359009,1475.722046,1470.734985,1521.61499,1531.197998,1516.357056,1544.472046,1524.63501,1491.831055,1512.647949,1555.407959,1498.662964,1551.41394,1579.957031,1568.489014,1620.004028,1617.473999,1686.029053,1629.714966,1738.732056,1688.487061,1742.859009,1824.776978,1839.656982,1977.459961,2057.562988,2161.178955,2141.572998,2252.170898,2285.38501,2275.599121,2275.290039,2232.956055,2243.126953,2291.667969,2296.686035,2338.349121,2272.647949,2225.633057,2114.72998,2057.287109,2098.326904,2070.201904,2060.659912,2095.256104,2139.243896,2056.070068,2096.506104,2141.974121,2083.209961,2116.97998,2088.63501,2062.069092,2025.984985,2068.323975,2095.72998,2062.032959,2156.833984,2167.540039,2130.339111,2176.699951,2168.196045,2286.958008,2272.927979,2275.675049,2236.968994,2258.552002,2275.769043,2233.447021,2273.126953,2301.763916,2226.945068,2266.904053,2204.35791,2226.741943,2210.865967,2156.023926,2131.967041,2133.312012,2137.346924,2062.522949,2033.515991,1942.081055,1884.135986,1840.759033,1746.22998,1753.812012,1754.432007
2003/1/18,1662.822998,1664.019043,1613.800049,1621.442993,1595.381958,1541.459961,1585.801025,1530.909058,1527.527954,1558.859009,1524.057983,1472.800049,1474.630005,1522.813965,1475.942993,1545.376953,1489.965942,1513.734009,1478.697998,1502.015991,1493.744995,1480.824951,1507.368042,1587.395996,1565.529053,1622.61499,1612.28894,1576.876953,1604.35498,1640.300049,1727.713989,1749.067993,1819.275024,1931.770996,1985.234985,1997.730957,2070.580078,2100.166992,2095.49292,2118.316895,2106.483887,2180.818115,2173.604004,2214.718994,2181.773926,2232.174072,2110.50708,2086.737061,1984.890015,2012.98999,2023.636963,2053.616943,2012.662964,2015.614014,2035.19104,2008.858032,2024.071045,2015.281982,2033.811035,1995.531982,2002.084961,2018.807007,2060.425049,2122.156982,2116.62793,2140.170898,2219.23999,2236.499023,2220.623047,2265.608887,2306.628906,2318.879883,2313.477051,2263.072998,2213.447998,2255.721924,2213.504883,2235.010986,2244.849121,2217.2229,2225.068115,2203.708008,2239.503906,2191.714111,2133.441895,2097.224121,2071.149902,2047.401978,2053.219971,1902.366943,1891.307007,1853.831055,1811.991943,1719.656982,1777.925049,1669.53894
2003/1/19,1623.282959,1579.82605,1552.232056,1575.285034,1504.119019,1512.426025,1528.349976,1501.634033,1454.620972,1490.57605,1518.64502,1473.547974,1445.842041,1495.557007,1473.000977,1482.70105,1457.420044,1539.480957,1505.463989,1454.281982,1532.554,1553.338013,1522.437012,1489.899048,1537.792969,1535.977051,1517.293945,1553.672974,1629.880005,1617.907959,1610.896973,1671.807007,1787.602051,1842.661011,1895.232056,1928.482056,1910.494019,2023.624023,1980.953979,2036.468994,2051.724121,2050.698975,2134.933105,2095.975098,2122.524902,2139.486084,2143.570068,2037.640991,2045.145996,2003.906006,2034.349976,1986.235962,2038.77002,2001.386963,1972.777954,1965.453003,2034.302002,2018.369019,1983.011963,1988.81604,1979.597046,1998.208008,1992.86499,1994.314941,1949.256958,2035.279053,2038.979004,2028.602051,2047.343018,2111.407959,2184.52002,2239.802002,2213.551025,2254.114014,2156.022949,2209.077881,2184.052979,2223.789063,2209.585938,2164.0271,2215.684082,2149.477051,2141.937988,2182.228027,2124.822998,2125.745117,2110.290039,2032.084961,2030.230957,1922.328979,1865.956055,1824.553955,1741.651001,1698.805054,1704.911011,1683.13501
2003/1/20,1588.165039,1594.619019,1533.751953,1536.261963,1538.385986,1511.583008,1512.972046,1511.348999,1472.70105,1485.527954,1468.937012,1406.182007,1461.939941,1491.727051,1511.598022,1463.714966,1460.347046,1518.833008,1483.196045,1462.177979,1350.947021,1352.812012,1383.397949,1493.032959,1510.745972,1528.562988,1596.02002,1647.100952,1682.812988,1734.368042,1817.291992,1850.390991,1938.535034,2063.886963,2135.552979,2214.61792,2259.738037,2346.249023,2343.123047,2363.216064,2354.935059,2347.326904,2435.001953,2459.112061,2460.539063,2463.111084,2372.72998,2293.844971,2264.571045,2228.370117,2166.128906,2222.330078,2213.802002,2241.385986,2273.133057,2258.189941,2189.430908,2273.422119,2224.447021,2269.071045,2187.2771,2208.476074,2227.218994,2180.391113,2244.370117,2213.710938,2200.197021,2260.50293,2288.37793,2260.478027,2351.503906,2324.394043,2391.683105,2335.487061,2282.02002,2352.895996,2272.416992,2251.572998,2296.528076,2289.449951,2260.226074,2235.933105,2263.878906,2254.74707,2187.937988,2230.371094,2130.187988,2123.662109,2095.570068,2048.224121,1906.713989,1890.594971,1832.875977,1784.94104,1774.026978,1708.588013
2003/1/21,1644.651978,1606.899048,1559.957031,1631.503052,1590.428955,1591.69397,1616.400024,1603.557983,1572.188965,1595.187988,1535.079956,1575.18103,1539.787964,1474.958008,1489.13501,1498.536011,1534.880981,1494.340942,1513.626953,1547.852051,1495.791016,1530.18103,1570.56897,1579.802002,1601.490967,1607.909058,1631.537964,1681.427002,1681.676025,1757.379028,1790.647949,1884.001953,1955.776001,2112.13501,2104.641113,2208.698975,2268.746094,2330.353027,2321.397949,2333.273926,2363.087891,2338.551025,2323.485107,2341.875,2411.520996,2391.393066,2317.562988,2222.552002,2176.085938,2126.63501,2162.810059,2161.384033,2211.469971,2167.095947,2199.128906,2221.032959,2214.861084,2196.041992,2159.555908,2168.184082,2171.833008,2128.417969,2136.679932,2201.498047,2170.740967,2222.603027,2241.949951,2250.99292,2295.669922,2282.790039,2304.987061,2305.63501,2368.308105,2285.310059,2335.74707,2333.133057,2328.810059,2275.149902,2293.204102,2319.948975,2335.989014,2305.433105,2291.886963,2237.833984,2190.830078,2223.490967,2144.987061,2102.7229,2064.195068,1996.916016,1930.494995,1817.118042,1789.937988,1788.264038,1736.212036,1728.008057
2003/1/22,1612.858032,1629.410034,1605.265991,1566.404053,1538.031982,1516.389038,1574.363037,1509.449951,1535.11499,1494.305054,1486.597046,1476.712036,1515.605957,1441.60498,1497.990967,1450.062012,1529.510986,1506.333008,1444.468018,1519.32605,1519.438965,1450.415039,1472.16394,1538.624023,1541.928955,1549.910034,1599.519043,1608.5,1652.725952,1722.605957,1730.870972,1799.20105,1896.457031,2048.133057,2120.831055,2208.552979,2210.789063,2248.833984,2312.530029,2343.4729,2347.041016,2396.946045,2400.780029,2433.278076,2412.633057,2441.666992,2355.158936,2253.761963,2238.769043,2227.948975,2267.479004,2221.458008,2214.428955,2244.52002,2279.113037,2263.501953,2215.88501,2258.916992,2235.528076,2181.172119,2226.941895,2226.533936,2195.842041,2264.709961,2185.718018,2279.423096,2215.746094,2251.858887,2255.553955,2291.043945,2294.809082,2307.541992,2374.861084,2306.260986,2367.853027,2300.612061,2348.572021,2325.487061,2371.746094,2293.926025,2299.988037,2268.173096,2315.214111,2212.763916,2278.26001,2244.386963,2169.980957,2152.333008,2027.942993,1973.958008,1926.749023,1860.227051,1817.782959,1792.985962,1759.121948,1686.396973
2003/1/23,1663.399048,1661.238037,1626.645996,1650.267944,1603.124023,1560.093994,1586.338013,1531.477051,1521.932983,1518.030029,1516.964966,1528.224976,1563.636963,1486.18396,1501.131958,1540.119995,1498.737061,1506.650024,1498.265991,1494.503052,1548.490967,1600.529053,1584.827026,1537.904053,1561.637939,1633.478027,1679.333008,1653.31897,1696.475952,1742.838989,1824.689941,1901.827026,1966.19397,2042.482056,2120.449951,2158.606934,2221.646973,2257.893066,2313.314941,2278.073975,2296.835938,2323.801025,2326.500977,2346.824951,2375.225098,2376.324951,2292.351074,2233.416016,2191.929932,2140.718018,2152.506104,2219.201904,2186.748047,2192.74292,2220.812988,2190.10498,2177.219971,2199.5979,2193.395996,2115.561035,2123.302002,2167.891113,2156.531982,2122.058105,2116.5,2142.88208,2182.815918,2215.056885,2175.110107,2232.753906,2251.218018,2254.685059,2285.064941,2302.145996,2358.311035,2291.283936,2342.49292,2318.509033,2357.995117,2344.929932,2251.6521,2300.021973,2258.11499,2282.322998,2220.394043,2185.093994,2146.61792,2173.068115,2111.415039,1988.748047,1924.253052,1880.093018,1826.401001,1785.766968,1815.791992,1697.881958
2003/1/24,1671.025024,1695.317993,1621.610962,1627.295044,1540.988037,1573.155029,1595.894043,1527.470947,1557.046997,1541.435059,1511.301025,1549.64502,1525.790039,1511.656982,1566.823975,1548.849976,1495.088013,1525.011963,1513.812012,1517.875977,1574.526978,1520.906006,1549.072021,1509.796997,1580.331055,1555.185059,1606.925049,1681.859009,1722.27002,1779.329956,1779.250977,1863.891968,1948.995972,2061.946045,2116.397949,2179.602051,2197.305908,2244.695068,2273.312988,2238.443115,2258.938965,2288.960938,2365.310059,2311.534912,2367.114014,2324.946045,2281.179932,2200.145996,2174.48291,2186.352051,2139.381104,2168.821045,2177.534912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003/1/26,1661.577026,1665.891968,1606.224976,1638.536011,1543.368042,1511.030029,1525.512939,1490.370972,1475.249023,1441.975952,1481.637939,1495.437988,1462.084961,1506.722046,1436.662964,1493.52002,1430.805054,1475.44104,1512.58606,1464.890015,1483.572998,1473.495972,1479.958984,1486.224976,1436.886963,1548.13501,1559.135986,1524.927979,1542.462036,1581.314941,1595.953003,1689.724976,1688.831055,1763.10498,1844.187012,1908.577026,1908.504028,1961.046997,1969.354004,2023.180054,2023.030029,2098.689941,2052.611084,2117.74707,2091.385986,2171.236084,2133.218018,2084.556885,1987.620972,2032.358032,2014.859009,2033.745972,1980.453003,2075.655029,2051.238037,2048.871094,2029.409058,2036.953979,2020.536987,2022.94104,2054.883057,2030.85498,2033.271973,2065.396973,1998.551025,2086.763916,2098.592041,2128.714111,2111.486084,2178.052002,2195.073975,2225.855957,2224.154053,2212.225098,2208.768066,2191.143066,2208.952881,2185.610107,2179.304932,2160.556885,2209.797119,2154.889893,2151.400879,2134.01001,2151.967041,2125.36792,2069.708984,2040.567017,2001.006958,1905.427002,1911.672974,1850.542969,1796.41394,1736.756958,1711.786987,1669.892944
2003/1/27,1563.707031,1568.80896,1584.062988,1583.339966,1568.98999,1532.373047,1520.692993,1524.462036,1550.991943,1485.360962,1457.162964,1508.78894,1508.968018,1511.494995,1512.793945,1422.446045,1423.77002,1437.609985,1483.953003,1474.817017,1470.334961,1475.436035,1504.041992,1513.219971,1484.904053,1541.73999,1593.192017,1605.427002,1626.442017,1717.802979,1764.28894,1801.042969,1889.963989,2014.146973,2095.833008,2142.297119,2217.962891,2206.141113,2265.273926,2266.063965,2320.301025,2327.202881,2338.325928,2306.561035,2412.028076,2396.956055,2258.64502,2254.322021,2167.664063,2158.650879,2169.552002,2200.291992,2199.034912,2240.422119,2205.205078,2231.562012,2261.364014,2216.731934,2256.779053,2239.555908,2167.941895,2225.333984,2191.065918,2140.999023,2152.633057,2167.389893,2203.086914,2223.511963,2177.326904,2243.465088,2255.294922,2230.158936,2300.175049,2324.404053,2308.312012,2240.134033,2219.121094,2260.893066,2275.089111,2260.158936,2264.594971,2288.510986,2228.805908,2175.659912,2234.788086,2209.365967,2140.891113,2164.409912,2102.684082,1987.255981,1970.269043,1905.599976,1871.015015,1779.859985,1779.302979,1675.512939
2003/1/28,1668.626953,1596.385986,1613.092041,1577.088989,1511.280029,1542.238037,1545.717041,1574.730957,1554.843994,1494.790039,1464.171021,1512.571045,1485.884033,1560.353027,1473.628052,1537.53894,1508.310059,1485.498047,1450.348999,1538.770996,1509.810059,1486.194946,1484.996948,1502.010986,1574.623047,1565.725952,1542.651978,1580.206055,1695.529053,1729.755005,1747.541016,1742.708008,1851.050049,1980.676025,2001.005981,2063.583984,2107.428955,2135.446045,2161.350098,2177.384033,2187.64502,2211.608887,2206.39502,2178.287109,2183.430908,2237.529053,2178.905029,2137.092041,2082.126953,2043.444946,2016.239014,2017.620972,2046.412964,2020.78894,2017.583984,2007.828979,2033.100952,2024.485962,2000.782959,1992.078979,1977.891968,1973.20105,1970.868042,1971.564941,1965.161011,1950.524048,2015.084961,1969.057007,1978.665039,2059.5271,2088.658936,2071.543945,2114.178955,2169.353027,2146.330078,2103.408936,2103.072998,2094.226074,2146.624023,2101.235107,2133.148926,2141.126953,2137.935059,2068.016113,2106.184082,2062.241943,2084.345947,2048.440918,2036.838989,1928.649048,1874.77002,1818.41394,1810.011963,1775.32605,1676.368042,1611.292969
2003/1/29,1575.880005,1572.739014,1518.06604,1521.349976,1484.828003,1460.602051,1457.08606,1495.652954,1429.005981,1469.720947,1485.722046,1449.758057,1412.646973,1477.631958,1442.331055,1480.48999,1402.093018,1406.19104,1471.732056,1471.100952,1497.115967,1486.375,1500.291992,1492.032959,1481.509033,1530.832031,1543.036987,1580.274048,1552.978027,1646.624023,1688.404053,1746.271973,1783.667969,1875.459961,1970.527954,1951.847046,1972.88501,2037.713989,2046.046021,2017.359985,2067.374023,2074.600098,2101.397949,2112.444092,2122.969971,2092.019043,2037.474976,2062.167969,2051.361084,2000.735962,2002.985962,2016.534058,1983.842041,1972.504028,1932.55603,1962.230957,1927.947021,1938.022949,1953.017944,1947.786011,1876.454956,1866.584961,1924.993042,1913.140015,1903.5,1930.875977,1962.733032,1961.149048,2043.515015,2023.005981,2069.6521,2118.759033,2171.512939,2114.404053,2133.717041,2064.330078,2106.284912,2101.873047,2065.281006,2102.930908,2066.150879,2110.386963,2139.468018,2077.435059,2069.521973,2066.572998,1997.333984,2006.256958,2009.813965,1917.541016,1885.11499,1844.203003,1708.901978,1721.077026,1616.062988,1639.368042
2003/1/30,1551.401001,1543.530029,1548.437988,1547.647949,1488.616943,1473.157959,1420.391968,1456.998047,1455.719971,1418.088989,1458.522949,1438.015015,1436.405029,1432.753052,1375.936035,1388.765015,1459.917969,1380.468994,1446.155029,1385.534058,1429.640015,1363.311035,1443.120972,1438.989014,1469.805054,1412.074951,1446.644043,1518.503052,1535.105957,1503.921021,1631.60498,1636.406006,1681.155029,1755.61499,1857.984009,1909.465942,1919.229004,1936.262939,1990.428955,1935.967041,1955.165039,2019.583984,2006.76001,2062.832031,1989.63501,2080.26709,2043.344971,2048.391113,1965.541992,1957.222046,1974.879028,2011.918945,1962.248047,2017.208008,1999.78894,1937.311035,1948.803955,1893.588989,1972.297974,1902.275024,1946.829956,1918.256958,1962.71106,1899.277954,1905.215942,1883.526001,1959.035034,1930.487061,1961.401001,2027.166016,2013.401978,2065.51001,2039.317017,2052.373047,2029.454956,2073.256104,2060.574951,2093.206055,2075.966064,2111.917969,2108.611084,2040.390991,2034.925049,2083.295898,1993.761963,1998.92395,1944.212036,1987.243042,1874.536987,1851.795044,1750.017944,1723.775024,1701.180054,1602.922974,1583.637939,1567.473999
2003/1/31,1541.890991,1454.793945,1474.125,1455.116943,1360.475952,1384.45105,1337.838989,1310.249023,1319.958008,1289.348999,1328.182007,1284.052979,1311.593018,1326.05896,1361.177002,1366.901978,1287.251953,1349.087036,1297.661011,1309.916016,1335.567017,1352.124023,1384.404053,1313.780029,1302.135986,1387.772949,1363.244019,1399.578003,1362.102051,1405.83606,1457.713013,1497.022949,1585.340942,1631.557983,1667.890015,1700.546021,1741.875977,1799.212036,1789.905029,1782.719971,1809.363037,1817.88501,1843.619995,1795.909058,1855.478027,1855.800049,1847.43103,1836.333008,1773.327026,1787.592041,1784.817017,1783.766968,1737.94397,1774.380981,1763.120972,1748.405029,1791.409058,1813.354004,1792.957031,1773.708984,1777.756958,1770.187988,1794.85498,1791.926025,1755.355957,1737.885986,1801.151978,1756.69397,1807.121948,1810.871948,1793.089966,1770.863037,1827.72998,1802.395996,1772.314941,1772.171997,1778.958984,1770.035034,1745.972046,1726.651001,1785.595947,1742.421997,1786.043945,1770.755981,1762.688965,1740.286011,1722.112061,1801.265015,1830.258057,1788.130005,1770.619019,1719.583008,1747.432983,1738.645996,1717.772949,1656.115967
